size,avg_time_ns,avg_waste
500,4401910.0,1.052682083896792
1024,9444380.0,0.9250171435352172
2500,26111710.0,1.073083922088199
5000,59576320.0,1.1691898504961955
8192,98282370.0,1.1364047882687374
32678,499661300.0,1.5586456258310135
131072,2278152050.0,2.0919449621294914
1048576,24262000110.0,3.5500872114731465
