size,avg_time_ns,avg_waste
500,349210.0,49.45268208389679
1024,729410.0,99.42501714353521
2500,1514480.0,243.0730839220882
5000,3097970.0,483.26918985049616
8192,5665240.0,792.8364047882687
32678,22116430.0,3168.0586456258306
131072,86484960.0,12670.79194496213
1048576,741767220.0,101392.35008721147
