size,avg_time_ns,avg_waste
500,3116000.0,5.652682083896792
1024,7310490.0,8.825017143535216
2500,21168700.0,16.5730839220882
5000,48298460.0,27.169189850496196
8192,75933160.0,39.83640478826874
32678,340480030.0,126.15864562583101
131072,1623681950.0,412.9919449621295
1048576,16408190890.0,2782.550087211473
