size,avg_time_ns,avg_waste
500,2166180.0,4.952682083896792
1024,4679150.0,7.225017143535217
2500,12658710.0,12.573083922088198
5000,28182810.0,20.669189850496196
8192,46238600.0,31.43640478826874
32678,225075190.0,100.25864562583101
131072,1008553950.0,345.3919449621295
1048576,11047425360.0,2523.950087211473
